,Modulus of elasticity - inner (GPa),Modulus of elasticity - Outer (GPa),Axial load (kN),Friction Coefficient,Total number of snaking,Global snaking length (m),Maximum snaking amplitude (m),Image file name
31,0.18526290288477285,0.11926072179100328,8.9601007887597,10.395386625418958,6,12.88,0.45997,Sample_31.tif
32,0.2032043401777817,0.09977171860573346,12.321977226794827,17.930571104065997,8,38.76,2.45178,Sample_32.tif
33,0.20650019979875756,0.0892146007431949,10.000210624087808,33.746772164094594,8,35.73,2.04751,Sample_33.tif
34,0.13320712550189365,0.10106983500807823,9.014368705243497,38.642207532284694,9,28.02,2.17065,Sample_34.tif
35,0.0930684840030148,0.07957808839074507,7.000008513344467,36.480073803308365,5,9.9,0.635567,Sample_35.tif
36,0.08307604095330692,0.12761261336963248,8.44339869163052,1.4881285207504704,10,42.55,3.02272,Sample_36.tif
37,0.12439223544371507,0.1173499908518241,12.65524271222272,30.822116934845496,5,9.89,0.610592,Sample_37.tif
38,0.20894233256813038,0.06087470860304375,12.104671503644298,30.051542703006497,7,18.96,1.7806,Sample_38.tif
39,0.12802893060706635,0.11663272623894602,13.500569679292578,13.941750579165447,6,28.73,2.41133,Sample_39.tif
40,0.09403351868634008,0.08936747056240461,13.116441328585097,1.639946712553162,7,34.22,2.07292,Sample_40.tif
41,0.1388701537721154,0.12464777686582362,10.3056936922054,29.520878423284614,6,16.42,1.40781,Sample_41.tif
42,0.12640581358914632,0.07043588878443018,12.2276745648887,27.892573217482443,10,29.04,1.3673600000000001,Sample_42.tif
43,0.09812487734415573,0.13656156781245243,13.03434281151793,44.83131480821505,0,0.0,0.0,Sample_43.tif
44,0.13160457526792163,0.09965605465119935,11.527384496067242,19.72191946712548,8,20.43,1.91508,Sample_44.tif
45,0.16769849823135635,0.09638621029899584,8.859109577668384,38.86468069427731,7,28.76,1.92052,Sample_45.tif
46,0.19871798529669074,0.12379209532642962,10.670628598972204,13.034741878502835,10,27.98,1.30833,Sample_46.tif
47,0.16425194963194722,0.10476675027347628,12.502624281927432,3.116257785196608,8,23.39,1.73498,Sample_47.tif
48,0.20116780071824217,0.05966349044523905,6.888885477601001,4.0845745821835235,8,44.3,1.89045,Sample_48.tif
49,0.11982282879707645,0.08909329700901421,10.105868453170611,42.28376838288071,4,7.9,0.42819700000000005,Sample_49.tif
50,0.20496861722122525,0.14734832096508593,13.01904806250769,8.532091969240176,6,31.56,2.5807599999999997,Sample_50.tif
51,0.137032368677904,0.11349533297632339,8.673864109544368,1.158424310733172,10,33.12,2.1065400000000003,Sample_51.tif
52,0.17158846763275126,0.0796496033393574,8.063442989825639,26.25315615553489,7,37.0,3.70482,Sample_52.tif
53,0.2011465705432445,0.10129298527441849,9.17644364390065,25.997496858070505,9,34.45,4.04563,Sample_53.tif
54,0.09933649481397915,0.14422426542099126,9.973086699101891,14.544286235250619,9,30.51,2.1633299999999998,Sample_54.tif
55,0.1283007772531969,0.06915476197007892,10.400195985797449,38.002728018062236,9,44.24,3.9997,Sample_55.tif
56,0.07457872314492764,0.13582359971559618,8.869123321146166,36.43109056082845,8,38.47,2.9720400000000002,Sample_56.tif
57,0.1680546990972145,0.06253948223891415,6.258012834544027,36.408587055145645,7,32.77,2.6198099999999998,Sample_57.tif
58,0.19502585939200545,0.1319459725320034,7.668659739886568,9.857563908086794,0,0.0,0.0,Sample_58.tif
59,0.1033457601057062,0.10169805808630238,11.402516436202957,35.02174491599239,7,41.11,2.17895,Sample_59.tif
60,0.08281393833549698,0.05771356779711644,10.339539368796633,40.655846729675254,6,31.85,2.4307,Sample_60.tif
61,0.09320552694403858,0.09050323655111744,11.492526938267641,3.483748645541123,10,43.03,3.14498,Sample_61.tif
62,0.15901050232846817,0.14911857787940808,13.887178536921954,39.98698127287019,8,24.39,1.64935,Sample_62.tif
63,0.08979485101568507,0.11812732078174162,13.730122373335593,3.265278208812149,11,46.02,3.6352,Sample_63.tif
64,0.11983744425368491,0.08441980837509698,7.436515111912758,1.8496491458982336,7,36.26,1.86295,Sample_64.tif
65,0.09263055875453871,0.057988484722737474,12.456455504255075,16.651290218743224,9,24.36,0.811657,Sample_65.tif
66,0.11617194178671285,0.1210581673285725,11.124130417708411,37.061365778290494,7,40.37,2.22035,Sample_66.tif
67,0.18067033374305383,0.13762285722447506,9.64379375012555,45.71159106587586,10,41.85,4.76844,Sample_67.tif
68,0.17975357272834153,0.06636656520613435,12.890443102207934,46.71561460495617,5,31.28,2.6563,Sample_68.tif
69,0.09849701250021338,0.120972977026913,12.538223430127955,22.085432779743083,6,25.08,2.18688,Sample_69.tif
70,0.1298828031979434,0.11686472817347597,10.830226505122795,1.4534439281909888,6,28.78,2.57095,Sample_70.tif
71,0.1390187927102184,0.14104090724048732,8.567926133116785,47.09335732762797,11,34.5,2.25357,Sample_71.tif
72,0.09481454108958996,0.07067174487796538,6.439286549361355,23.869708519363407,9,40.96,5.08298,Sample_72.tif
73,0.1097253838265116,0.1158882044533545,9.974154809086217,2.0805398852376893,13,44.96,3.85994,Sample_73.tif
74,0.20815178219638572,0.09941091694852207,11.866808067073759,5.647262667158988,9,34.21,2.74775,Sample_74.tif
75,0.10035211426439686,0.07054593194146086,11.762846722498024,44.51926463106699,7,41.23,4.40451,Sample_75.tif
76,0.11922764803560318,0.12160235157576402,13.424524145799278,22.990875752020106,9,26.46,1.1695799999999998,Sample_76.tif
77,0.12180284116919168,0.1278242551788942,11.620199956883352,31.461539469653427,8,19.88,1.38181,Sample_77.tif
78,0.15894584178027266,0.14442152628199187,9.84176313258745,12.046039875384313,11,29.42,1.44192,Sample_78.tif
79,0.17653823785314374,0.10803209290707617,8.547903993189038,2.064660783752995,12,25.84,1.68956,Sample_79.tif
80,0.07361482906829898,0.06847944965120105,8.997622507958825,31.051690170568065,10,37.05,3.2227,Sample_80.tif
81,0.11182216000737011,0.08169531657844735,8.04269670663005,30.273421879484705,9,30.57,1.61816,Sample_81.tif
82,0.1538638212154129,0.05926507638562898,7.5201803949342105,29.821687468494414,9,39.35,2.59974,Sample_82.tif
83,0.15309873550077438,0.14059218084414948,12.503343291827097,41.79562283049745,9,35.72,2.80645,Sample_83.tif
84,0.17132324504251178,0.13783578952696446,11.662711684576157,39.803458843012876,11,27.36,1.49489,Sample_84.tif
85,0.08874468940330248,0.12582201076784733,12.11638813145707,27.17389387218508,10,31.88,2.6936400000000003,Sample_85.tif
86,0.19842631925179163,0.13166563266559236,8.354008933944929,15.967217969129424,7,31.63,1.7906900000000001,Sample_86.tif
87,0.19276522841673568,0.09948062039245816,13.110860505228644,46.71898040742688,7,15.91,0.8361290000000001,Sample_87.tif
88,0.19120329760180918,0.10946035978512843,12.86090807988673,14.878118656350244,9,22.37,1.821,Sample_88.tif
89,0.10885380707682357,0.138374957416919,6.4994674562064425,34.452489770774655,6,16.44,1.6415400000000002,Sample_89.tif
90,0.1304151951835239,0.13909264679017028,8.819755066268218,12.364781914063713,10,42.18,5.00546,Sample_90.tif
91,0.1801292375277288,0.0875158035766356,12.480277581885861,17.946291130859667,8,41.83,3.74055,Sample_91.tif
92,0.20848460008428504,0.10378176494040844,12.235108582888508,15.130335611819861,8,28.77,1.9759799999999998,Sample_92.tif
93,0.1893123750634664,0.06337118576236352,13.0488470511147,45.40003389112994,8,44.0,5.03967,Sample_93.tif
94,0.16760670987870016,0.0960734967373332,6.40611596188222,11.233294387553695,10,37.98,3.44942,Sample_94.tif
95,0.10765613967058427,0.07664289289678874,13.656667700034761,22.69739959985949,11,39.15,2.63175,Sample_95.tif
96,0.07753815336205985,0.11685244878956831,8.429274714195861,15.38706498172198,9,31.59,1.96849,Sample_96.tif
97,0.1054188145646511,0.11342419013084618,12.234949811966178,23.46223566830768,9,23.85,0.916335,Sample_97.tif
98,0.1307712052266576,0.14623388539388274,13.171766284047346,44.308230283193986,7,29.04,2.11006,Sample_98.tif
99,0.186422883107933,0.13533585210837226,8.3477586621968,17.550570413118077,10,35.65,2.79228,Sample_99.tif
100,0.10513497813599026,0.05509837348887747,9.113683770438524,21.87558498585651,9,28.48,1.0735,Sample_100.tif
101,0.14969663276123274,0.08630265294170754,10.330149438994557,47.30693449456823,7,34.92,2.6553400000000003,Sample_101.tif
102,0.1666808075847674,0.11970389707685494,6.372429095179287,48.20191702435439,11,39.44,3.19753,Sample_102.tif
103,0.2085068799724443,0.09141127318654416,10.591390731314243,47.787621233511416,10,35.15,2.56106,Sample_103.tif
104,0.08950275601496696,0.12075599336732246,9.006101042137962,14.02486426932799,8,41.33,2.22502,Sample_104.tif
105,0.1909731475804855,0.08487835861997874,8.67562036065883,36.463574456093156,5,10.41,0.567758,Sample_105.tif
106,0.19592769307113997,0.08219485468333289,13.976013193818881,47.74325660440683,10,29.08,2.17788,Sample_106.tif
107,0.1760935531896694,0.13036562429912318,10.954683478836568,42.79773317159063,9,38.43,4.0360000000000005,Sample_107.tif
108,0.17682249296349312,0.06584721266417426,12.542514900413323,30.421701752940105,3,4.43,0.27274299999999996,Sample_108.tif
109,0.07684735089693887,0.1467573024361114,12.019840677415882,13.854063573828897,9,38.86,3.8592699999999995,Sample_109.tif
110,0.08245045803734635,0.11525806275160538,8.073399023476536,35.339575829733036,8,33.73,2.02271,Sample_110.tif
111,0.16809245649541538,0.11076276114605585,10.355208728078848,3.1321423862436064,8,33.75,2.09965,Sample_111.tif
112,0.20200091339981502,0.11734007869757315,9.176805266619798,46.419552566129695,11,35.97,1.8122200000000002,Sample_112.tif
113,0.15626362733236968,0.14891674230605495,10.71691388293593,26.568442766083216,6,33.33,3.56029,Sample_113.tif
114,0.16646864632089875,0.07334583658867269,8.981955862143288,17.02524649390237,9,37.07,2.1944,Sample_114.tif
115,0.09012910361177394,0.12368419720915001,8.177083288073542,22.87640777119612,10,32.6,1.79655,Sample_115.tif
116,0.07023660994657101,0.1257120827744031,12.579881161452589,23.597001116637884,7,19.82,1.26013,Sample_116.tif
117,0.1557874805133159,0.09456074455543048,10.871079036681577,34.445198684732624,8,35.64,2.5302700000000002,Sample_117.tif
118,0.16382994463348105,0.058689996518480496,12.460250944587603,19.303184510821414,11,30.02,1.4768700000000001,Sample_118.tif
119,0.10703584207819676,0.1265017399789294,13.009944074807471,22.218926808657027,8,29.54,2.26572,Sample_119.tif
120,0.16283710963340045,0.08507831653649209,10.240345148796855,41.3909590805473,5,42.28,2.91236,Sample_120.tif
121,0.16275069804529668,0.0805196406259314,8.42306085874572,31.789576418979806,10,43.89,2.28175,Sample_121.tif
122,0.12532547316583298,0.11705535492125337,10.44814262633895,36.83872475313855,10,38.8,2.94667,Sample_122.tif
123,0.14874344978000356,0.08239628935991829,6.297922578269026,47.909092264514214,10,36.01,5.09906,Sample_123.tif
124,0.18606310129776915,0.1470626148752531,13.251992202216268,28.47055136727864,5,10.91,0.810809,Sample_124.tif
125,0.20619318024125957,0.06007722018814714,11.955815213849942,49.57935200787196,10,41.85,2.67172,Sample_125.tif
126,0.07605020308903518,0.10903550824358993,11.543720349778695,41.30625947732728,8,33.28,2.3881099999999997,Sample_126.tif
127,0.13220502725657285,0.09106769545174405,11.124323998983103,19.667885265197523,6,12.88,0.850883,Sample_127.tif
128,0.07236250095724675,0.11500955976930821,11.531751860103407,19.27551231910322,6,35.4,4.264530000000001,Sample_128.tif
129,0.14177908767704517,0.12555697624183618,10.299317085509808,26.126641091500126,11,35.44,1.6265399999999999,Sample_129.tif
130,0.11788009588508273,0.07791155791421059,11.158719546521752,10.123561322869618,5,9.37,0.395876,Sample_130.tif
131,0.20667111767853408,0.12761503209087247,8.8530387817688,48.321838568089134,12,41.58,2.3178400000000003,Sample_131.tif
132,0.168260337636297,0.1391962412422071,6.575407699867953,44.688588228656855,5,27.3,2.3437,Sample_132.tif
133,0.07479673066090634,0.08930526413514366,6.1548120684112,30.955552066194226,10,36.84,4.4497,Sample_133.tif
134,0.11288710345322317,0.14564181118151323,7.512075797930486,4.210325798167002,13,41.66,2.36802,Sample_134.tif
135,0.10369537352093565,0.10406396175887069,8.206144334934724,49.85793219647731,6,18.9,1.4768,Sample_135.tif
136,0.1530614824075405,0.14706600737225278,11.546521306557167,5.357010231741159,12,34.05,1.80837,Sample_136.tif
137,0.18622316584579396,0.1304401345394806,6.883271711962732,42.49312083295427,9,23.77,1.1976200000000001,Sample_137.tif
138,0.08952490140884926,0.07458573521318564,8.4281734955343,24.56654423928561,11,27.38,1.35238,Sample_138.tif
139,0.20945363186383964,0.06452046039952879,12.739159045509691,34.66142272087165,6,29.17,2.57635,Sample_139.tif
140,0.17771512949250512,0.10040266179190571,10.692233925274351,45.52127506390947,6,14.4,1.20825,Sample_140.tif
141,0.11873638567629104,0.144282104940367,9.657860331226502,42.30073434345719,8,22.45,1.81618,Sample_141.tif
142,0.15728257136201934,0.0862735463043721,12.85107597457742,10.315242968132178,7,35.02,3.5004,Sample_142.tif
143,0.08659347747545519,0.054643111347585656,8.105679916945792,10.87399554369812,10,44.05,2.64114,Sample_143.tif
144,0.17523940981823619,0.06614937324685342,9.093107088670688,38.84820666606482,9,24.66,1.89136,Sample_144.tif
145,0.19751786206799526,0.09097992023231213,13.158204690537254,11.255160899802593,13,36.44,1.35128,Sample_145.tif
146,0.11272025289017487,0.09372950633344658,8.888292123283213,39.194852210006914,5,44.18,3.55326,Sample_146.tif
147,0.12270859901258932,0.12188945075221537,8.903877492515008,24.50994515047784,5,10.39,0.551215,Sample_147.tif
148,0.0950958758343447,0.1265749860638068,10.187641641468119,20.399173029758586,5,11.91,0.8714639999999999,Sample_148.tif
149,0.07823890211145486,0.14751546652916683,8.370407190212836,40.049419070434766,8,18.9,0.855142,Sample_149.tif
150,0.07270563667233923,0.07684275895346375,13.658980760774092,36.803361307166874,7,17.88,1.0496,Sample_150.tif
151,0.07669860330384878,0.09047197557051985,8.115782162616776,18.691043418259483,8,45.4,5.473330000000001,Sample_151.tif
152,0.0755385039941865,0.0863939045774745,9.258933465559869,10.334713384491108,9,31.99,2.17203,Sample_152.tif
153,0.11002958041908548,0.1073395480831161,9.893456698853178,16.577943301325384,11,37.66,1.8663299999999998,Sample_153.tif
154,0.1406341535029532,0.07192636743116808,7.071620411631273,21.851727151872645,9,36.41,2.62724,Sample_154.tif
155,0.09459734171039702,0.09062047791767618,10.391698673025642,49.942117043964664,9,38.31,2.61571,Sample_155.tif
156,0.18396001480467794,0.11170938284561151,9.160817130537932,8.75016354878695,7,14.33,1.50413,Sample_156.tif
157,0.14370270567339788,0.057265895391804704,12.13451334147003,48.645136729377114,6,23.1,2.99495,Sample_157.tif
158,0.0824793792507744,0.05691557224569121,12.319794674506237,19.97183808395694,9,21.33,1.7183,Sample_158.tif
159,0.13691015581968832,0.11247015712734905,11.133911640854407,10.700537298682216,8,33.42,3.4004300000000005,Sample_159.tif
160,0.20420089193552063,0.06756450233002674,9.61556401631033,49.06577264786924,10,33.08,1.8670799999999999,Sample_160.tif
161,0.08410298982805575,0.07776995108745631,9.520138849646768,28.434232149934502,9,30.59,1.56864,Sample_161.tif
162,0.07253903586690592,0.14042007312553564,8.260411585351859,49.87700316416116,10,36.31,3.20126,Sample_162.tif
163,0.19684457087208654,0.07626348692988573,6.272032304505075,41.13741189970493,5,27.71,2.15008,Sample_163.tif
164,0.08482224030517103,0.05826516486253893,9.74966895852255,32.45135054437275,7,41.27,3.26986,Sample_164.tif
165,0.1168786934733673,0.0649133138096699,11.052286771321302,47.99481532130505,7,44.98,4.67755,Sample_165.tif
166,0.07180070714102461,0.13601879692557736,13.318608539934589,35.25277146152332,10,40.31,4.38128,Sample_166.tif
167,0.13318227605624003,0.148044431685552,11.54592180022779,39.24435057796451,10,22.8,1.6666599999999998,Sample_167.tif
168,0.1981235725759106,0.07596344211502756,13.686608541863055,46.614596540980806,6,13.38,0.970807,Sample_168.tif
169,0.18068536913112235,0.10363254632278375,12.967749310633703,48.875337353022324,8,17.39,2.53626,Sample_169.tif
170,0.19627911464516387,0.09399424427040401,10.62559474121501,46.109772284925484,4,7.91,0.42467299999999997,Sample_170.tif
171,0.11013732399783116,0.06743595163833069,8.294005037820998,9.432797902318995,8,37.94,3.08092,Sample_171.tif
172,0.18810616447315498,0.07050741843868263,6.129260636131261,9.101241970056273,8,16.79,0.7379819999999999,Sample_172.tif
173,0.12153233372899148,0.07520751535326131,12.233420339332653,28.819355062508745,7,39.33,3.93275,Sample_173.tif
174,0.07301988986654451,0.12165041336152807,8.28313722317633,4.9612025746756,5,8.83,0.374026,Sample_174.tif
175,0.0995223611545178,0.10728946797467465,9.650941685787062,21.809874349452155,7,37.16,4.33004,Sample_175.tif
176,0.16773527670838365,0.14593127199159658,6.193888733667523,23.060806384856736,8,38.28,2.05233,Sample_176.tif
177,0.11488733477593235,0.08462114330461384,12.496793964952337,34.82223081894128,9,25.1,1.5273700000000001,Sample_177.tif
178,0.16211180922131727,0.1352797337999325,13.88895795701303,0.25346940300417037,6,34.47,2.77376,Sample_178.tif
179,0.1564644635253677,0.12828069912170967,7.040869911127036,2.7411633715525903,8,34.41,2.71515,Sample_179.tif
180,0.10785170337046,0.14820938211797027,6.767251883736529,40.100524241433504,6,17.44,1.6045200000000002,Sample_180.tif
181,0.1738121542062785,0.1386126437796732,9.444793855497375,24.49945902588556,7,32.21,2.40121,Sample_181.tif
182,0.13774714602468355,0.12552031922541518,13.308970589467679,43.29876365615921,6,35.46,2.75362,Sample_182.tif
183,0.16200284323016226,0.1400407313993646,10.406278858986468,38.96431090389785,12,44.95,3.71991,Sample_183.tif
184,0.18272473198118255,0.1366078285916541,9.944916808681741,34.24989793632274,8,23.46,2.02495,Sample_184.tif
185,0.1045051074401482,0.09988610833874874,12.321654069004282,22.99423887708111,10,29.94,1.29607,Sample_185.tif
186,0.1694340839906576,0.12954110599247426,10.12861445910302,20.653876737634803,9,38.29,2.0825,Sample_186.tif
187,0.15695600464038728,0.06227645256383311,8.785693181091759,38.00024089676041,7,39.35,4.15784,Sample_187.tif
188,0.09055895593417569,0.057234520885848836,11.618598915678714,39.94359420789648,7,38.43,2.78818,Sample_188.tif
189,0.14800797201180543,0.05550601821699412,11.313490271482118,44.95368133411488,11,33.69,2.0026200000000003,Sample_189.tif
190,0.14561018073192267,0.058517169594399725,6.295280661345125,24.02403584318923,10,40.65,3.22505,Sample_190.tif
191,0.10028737840601752,0.12347021739238251,11.175457005119572,9.529838876806267,5,33.24,2.78552,Sample_191.tif
192,0.16394993965167404,0.12956927865647852,8.406954423230147,24.599633357390488,4,40.59,2.70648,Sample_192.tif
193,0.17725217149914482,0.08011485137983403,11.974267189045126,6.442729140844771,11,32.2,2.7113,Sample_193.tif
194,0.11732043997646746,0.05960121077046645,9.992223594796968,28.301421421638313,9,26.92,1.44943,Sample_194.tif
195,0.12538560690603348,0.10533679686180038,7.388353796785757,28.25478254465158,7,17.36,1.21115,Sample_195.tif
196,0.12201125368652066,0.08372218749030473,8.017665333218364,47.37444979579649,8,18.34,0.790953,Sample_196.tif
197,0.14028229698646852,0.13047212539908223,13.669736284388861,17.838581866462576,13,40.84,2.40353,Sample_197.tif
198,0.1323387460984861,0.05812461706297242,11.905519150367462,11.78435912777836,7,17.93,1.94202,Sample_198.tif
199,0.1515494689332004,0.08984731258835313,7.222171777213959,3.736993294026017,8,26.34,1.50811,Sample_199.tif
200,0.12704778374033432,0.09260370645547349,7.414232917245566,45.79540870107784,8,33.7,2.07593,Sample_200.tif
201,0.13208812469342723,0.08645546408897918,11.548405226409313,24.856060316145054,12,33.39,2.5190200000000003,Sample_201.tif
202,0.20188035866164306,0.11744497290151025,11.393043382711314,49.713942983992766,13,38.34,2.08026,Sample_202.tif
203,0.1924174755338866,0.13239252718544206,12.612600329045573,31.754297058793835,10,36.77,1.9880200000000001,Sample_203.tif
204,0.08405429045217583,0.1291034901333732,6.987069431005492,9.336492188912512,13,39.37,2.40369,Sample_204.tif
205,0.13588618645315922,0.07922055261316135,8.503299508748542,22.674175239622336,10,36.9,2.6670599999999998,Sample_205.tif
206,0.11186194814743614,0.06089258043902008,6.222692565181566,5.9808641758538075,11,33.23,1.9639099999999998,Sample_206.tif
207,0.1863147270914501,0.06911360904602053,13.050050269974324,47.67395071124031,11,34.43,2.51496,Sample_207.tif
208,0.19839950315120797,0.14238163264922302,13.135098977429465,9.181808124434175,5,10.9,0.79218,Sample_208.tif
209,0.11469332932491945,0.14874035571260302,9.58408424841445,13.551267129344112,12,34.19,2.3982799999999997,Sample_209.tif
210,0.17238677124552845,0.14688585447698715,8.510937955977372,15.649948356681739,9,46.36,3.47612,Sample_210.tif
211,0.12084772248676826,0.07237621801332729,10.730715210231331,23.530622539538967,7,28.83,2.6581900000000003,Sample_211.tif
212,0.20853141625563382,0.06875090624311828,13.14059973219184,35.7869736197826,0,0.0,0.0,Sample_212.tif
213,0.11250275924997873,0.11150805142961853,8.715255468342871,42.44386783972983,9,40.7,2.70293,Sample_213.tif
214,0.17064766119138772,0.12979851960332262,7.444005376877582,44.93303233677869,5,10.4,0.780275,Sample_214.tif
215,0.2011740780087326,0.1448234094971455,11.826847095811637,17.72406766336488,9,40.25,3.16742,Sample_215.tif
216,0.10018989998256213,0.07897287408078564,6.115618744169595,30.597091761037817,10,39.81,3.45563,Sample_216.tif
217,0.09373521339154559,0.08202133163843993,10.012660210663435,0.9725345544412382,9,43.51,2.28835,Sample_217.tif
218,0.08610764756361046,0.13627824448130474,13.001452815234355,47.478898727715936,10,40.92,1.49499,Sample_218.tif
219,0.13129517119777215,0.10214821881103078,12.590175273062743,31.34998448687616,5,9.9,0.515367,Sample_219.tif
220,0.1758509747872248,0.06158159103808648,11.92662111403461,3.83223170268654,6,13.9,1.13246,Sample_220.tif
221,0.15949562758029334,0.1042961505543213,6.498860345528136,7.1033234030983365,9,27.52,1.66789,Sample_221.tif
222,0.17086456362705843,0.09411411760712954,6.41764852972258,45.026887953400504,9,34.05,3.5852800000000005,Sample_222.tif
223,0.13885154623656612,0.12984858168397911,6.0331648872685975,1.410368710696637,7,34.45,2.40652,Sample_223.tif
224,0.14888361388154928,0.07729453637251635,9.80043873530975,6.901552188566812,4,40.28,2.7536,Sample_224.tif
225,0.17302793451495588,0.0987376928429598,11.528324659450934,23.186093856098132,7,45.23,3.18608,Sample_225.tif
226,0.0805151472070212,0.11881905240538133,8.529070913323299,25.193950317667095,10,33.6,1.95101,Sample_226.tif
227,0.1251403931375028,0.07554886491715307,11.802118100410617,33.62008062847196,5,22.1,2.53056,Sample_227.tif
228,0.08290337355690758,0.09411226008437233,11.225166143549776,36.39187907355578,10,42.56,3.12079,Sample_228.tif
229,0.17202893292704685,0.08353575211839734,6.95002958136306,37.17287222939678,8,33.76,2.5091900000000003,Sample_229.tif
230,0.1935430363544108,0.11119548010616974,9.935878455902765,11.390920435227265,6,41.35,2.29688,Sample_230.tif
231,0.07704391867793899,0.13398141596697702,12.946376737782494,39.62830704648864,6,37.94,2.6478599999999997,Sample_231.tif
232,0.1313527530222278,0.12709825821753903,8.657226955805305,30.185950412890733,9,40.35,2.96706,Sample_232.tif
233,0.1664925752220138,0.13189658144200916,7.322006803293002,29.160281159018556,0,0.0,0.0,Sample_233.tif
234,0.13051458906161084,0.0780908061319774,11.368803912236757,28.114691636472774,5,9.88,0.45605,Sample_234.tif
235,0.17492275384185274,0.14732908036630452,6.431563857474028,12.880497634482802,10,25.36,1.21319,Sample_235.tif
236,0.19648633149177053,0.10311347724307535,13.265006186021553,15.271163439752135,8,36.21,2.15027,Sample_236.tif
237,0.20797151149407458,0.08899871121549763,13.038485870383825,30.439691904729962,5,10.37,0.45736099999999996,Sample_237.tif
238,0.09891883354506383,0.14805784492299828,8.502085747683198,44.751579180437346,9,40.43,2.60299,Sample_238.tif
239,0.15989761133896696,0.1331381537717474,12.41022060668351,26.38901952865001,7,34.22,2.49633,Sample_239.tif
240,0.1568409396717433,0.07086148718354872,12.67084960879467,45.4308193553703,8,31.01,2.66557,Sample_240.tif
241,0.09518626898898995,0.057718674243053825,13.13436167004947,16.60062254453171,9,38.92,3.16185,Sample_241.tif
242,0.08608094316646349,0.09809729290978847,8.68629301632872,19.20072003394481,8,19.4,1.10737,Sample_242.tif
